gene_id,Sig0alP,tmhmm,SwissProt_ID,SwissProt_Description,Blue1,Blue2,Blue3,Dark1,Dark2,Dark3,Yellow1,Yellow2,Yellow3
g_49557,0,0,NA,NA,10.284859,4.782921,6.117534,0.416776,0.04132,0,0.692987,2.690756,0.302909
g_49559,0,0,NA,NA,0,0,0.043205,1.494198,1.607379,1.092604,1.192195,3.550232,2.401614
g_49560,0,0,Q4KFT1.1,RecName: Full=UDP-N-acetylenolpyruvoylglucosamine reductase; AltName: Full=UDP-N-acetylmuramate dehydrogenase,1.644003,0.659411,0.750833,4.516699,4.03776,2.833073,3.380633,2.507795,3.233008
g_49564,0,0,NA,NA,109.70293,294.887325,337.094815,1.540853,0.577245,4.781497,2.043557,2.421577,0.559263
g_49567,0,1,NA,NA,1.12031,0.945189,0.922281,5.656837,2.27844,4.668556,11.003032,10.070823,19.102907
g_49568,0,0,NA,NA,2.232442,1.387245,1.366677,4.446237,4.621281,2.416858,2.913689,5.112945,10.331735
g_49569,0,0,A5FHR3.1,RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase,22.383969,73.725089,60.536915,8.345672,6.284675,3.804855,5.818222,6.778178,4.12649
g_49572,1,1,NA,NA,3.154841,6.955255,4.036857,0.532993,0.2764,0.291287,0.725549,1.267742,1.125958
g_49574,0,0,Q9HZ62.1,RecName: Full=N-acetylmuramic acid 6-phosphate phosphatase; Short=MurNAc 6-phosphate phosphatase; Short=MurNAc-6P phosphatase,3.744072,6.07351,4.775022,8.28183,7.798281,10.057073,9.081348,6.419195,5.087904
g_49576,0,0,Q55281.1,RecName: Full=Manganese transport system ATP-binding protein MntA,21.567892,20.274849,24.294736,1.210772,0.70163,1.240848,1.2758,1.74667,2.987747
g_49578,0,0,NA,NA,7.660441,14.728776,15.109115,1.142543,1.090338,1.752372,1.482347,1.008806,1.02922
g_49579,0,0,Q9I472.1,"RecName: Full=Corrinoid adenosyltransferase; AltName: Full=Cob(II)alamin adenosyltransferase; AltName: Full=Cob(II)yrinic acid a,c-diamide adenosyltransferase; AltName: Full=Cobinamide/cobalamin adenosyltransferase",0.795975,0.417012,0.442085,1.400801,3.926671,0.448185,1.565188,1.897499,1.757789
g_49585,0,1,NA,NA,0.075116,0,0,0.423726,0.169617,0.253709,2.860713,4.245589,8.367017
g_49587,1,0,Q13KX9.1,RecName: Full=Taurine import ATP-binding protein TauB 2,0,0.17155,0.120623,2.611669,1.439179,1.425696,2.215576,2.690285,2.218319
g_49589,0,1,NA,NA,90.674419,36.800372,38.963519,0.508899,0,0,2.378293,2.706964,0.08685
g_49591,0,1,P52477.1,RecName: Full=Multidrug resistance protein MexA; Flags: Precursor,1.869946,0.583709,0.429943,3.500701,2.623636,1.855726,2.011686,2.296833,3.417118
g_49595,0,0,NA,NA,0.670913,6.002465,7.483977,0,0,0,0.287596,1.454188,0
g_49597,0,0,D3RPB9.1,RecName: Full=Sulfurtransferase Alvin_2599; AltName: Full=Sulfur-mobilizing rhodanese-like protein,0.130339,0.241777,1.379088,3.120798,1.350828,1.961574,1.600196,1.936112,0.674943
g_49599,0,0,NA,NA,1.232136,6.563448,7.361241,0.414281,0.73125,0.295906,0.616712,1.041936,0.518137
g_49600,0,0,NA,NA,2.354178,4.684835,3.509607,0.806946,0.807752,0.725752,1.258719,1.490053,0.780437
g_49601,1,0,P0AE93.1,RecName: Full=Protein CreA; AltName: Full=Catabolite regulation protein A; Flags: Precursor >P0AE92.1 RecName: Full=Protein CreA; AltName: Full=Catabolite regulation protein A; Flags: Precursor >P0AE91.1 RecName: Full=Protein CreA; AltName: Full=Catabolite regulation protein A; Flags: Precursor >P0AE94.1 RecName: Full=Protein CreA; AltName: Full=Catabolite regulation protein A; Flags: Precursor,3.785143,1.574015,1.86391,6.383242,5.992096,4.361158,5.103753,5.503123,8.88437
g_49602,0,1,P0AFM0.1,RecName: Full=Intermembrane transport protein PqiA >P0AFL9.1 RecName: Full=Intermembrane transport protein PqiA; AltName: Full=Paraquat-inducible protein A >P0AFM1.1 RecName: Full=Intermembrane transport protein PqiA,3.296752,1.426559,1.523478,3.387872,3.500026,5.608325,3.737361,5.859973,6.443431
g_49604,0,0,P45766.2,RecName: Full=Putative amino-acid ABC transporter-binding protein YhdW; Flags: Precursor,5.256875,8.062534,5.966805,18.920688,13.296761,11.268307,8.012288,15.948526,13.064391
g_49605,0,0,NA,NA,3.803854,5.236075,5.966279,4.358783,15.603997,6.552848,15.787276,9.467571,6.423206
g_49606,0,0,NA,NA,17.223166,3.932046,7.410704,0.128194,0,0.098974,1.54328,2.652506,0
g_49608,0,1,NA,NA,4.330367,19.065141,21.236135,0.537693,1.170581,0.388634,0.466572,1.049853,0.448828
g_49615,0,0,NA,NA,268.707006,112.699703,129.965071,4.132683,2.154686,2.698196,33.255563,52.937966,3.370159
g_49616,0,0,NA,NA,4.243089,4.220708,4.5492,0.941171,1.238507,1.049466,0.72236,0.81724,0.412915
g_49620,0,0,NA,NA,217.824376,524.906934,1004.408564,42948.46267,40514.27415,48105.86497,46170.4377,11456.59238,12566.96037
g_49622,1,0,NA,NA,7.040276,27.160698,18.344366,1.842272,2.445793,1.640868,1.26102,2.962935,1.346552
g_49625,0,0,NA,NA,0,0,0,0.082185,0,1.071022,2.367783,3.590219,6.790271
g_49627,0,0,NA,NA,10.705793,2.101158,2.208247,0,0,0,2.129351,2.258423,0
g_49628,0,0,P00893.2,RecName: Full=Acetolactate synthase isozyme 3 large subunit; AltName: Full=AHAS-III; AltName: Full=ALS-III; AltName: Full=Acetohydroxy-acid synthase III large subunit,6.590896,2.500766,2.939526,5.521039,10.393009,5.065113,7.186555,3.774319,2.486956
g_49633,0,0,NA,NA,49.648033,1.323446,1.694226,1.185851,2.445737,0.494037,4.261382,1.689194,0.401139
g_49634,0,0,A1U1Q2.1,RecName: Full=ATP-dependent Clp protease ATP-binding subunit ClpX,0.728351,0.576404,0.841073,1.441812,1.261817,1.28847,3.7803,4.759868,11.316111
g_49635,0,0,Q06065.2,RecName: Full=Regulatory protein AtoC; AltName: Full=Acetoacetate metabolism regulatory protein; AltName: Full=DNA-binding transcriptional regulator AtoC; AltName: Full=Ornithine decarboxylase antizyme,1.427153,0.978389,0.921309,2.269271,1.557079,1.406906,3.302658,4.080936,7.859165
g_49637,0,0,NA,NA,1.639904,0.881928,1.096367,2.327722,1.543187,2.214096,2.680646,1.198525,1.739819
g_49640,0,0,NA,NA,0.357863,0.136992,0.281757,1.067212,2.142545,1.250782,1.339961,1.895018,1.407245
g_49641,0,0,NA,NA,6.017002,12.167469,10.138278,1.341439,3.807349,0.569507,1.025224,1.968471,1.853563
g_49643,0,0,P25867.1,RecName: Full=Ubiquitin-conjugating enzyme E2-17 kDa; AltName: Full=E2 ubiquitin-conjugating enzyme D1; AltName: Full=Protein effete; AltName: Full=Ubiquitin carrier protein; AltName: Full=Ubiquitin-protein ligase,134.025801,59.77012,68.548707,0.847066,0.366328,1.644978,23.68539,24.565322,1.147113
g_49646,0,0,NA,NA,15.179878,7.696647,8.963653,0,0,0,2.549985,5.323973,0
g_49647,0,0,NA,NA,44.142868,74.054772,63.124118,10.756202,9.836822,8.424937,4.459,3.851706,0.839572
g_49649,1,0,Q5P6Y8.1,RecName: Full=Transcriptional regulator MraZ,1.305266,3.629839,3.297244,0.34147,0.675432,0.839252,0.713375,1.323405,0.804766
g_49653,0,0,NA,NA,32.087552,39.953143,26.014335,1785.361986,3049.841023,1215.464444,941.510448,906.259279,1287.814529
g_49659,0,0,NA,NA,53.45611,76.648843,81.65404,0.513567,0.322131,2.54604,0.37995,0.639103,0.321829
g_49662,0,0,NA,NA,62.422804,0,1.499315,0,0,0,0,0.977346,0.145306
g_49666,0,0,NA,NA,8.127016,22.191796,19.572971,3.914795,3.236459,0.989622,1.456313,1.688266,1.798593
g_49667,0,1,NA,NA,8.392487,2.316469,3.899185,0.218653,0.116478,0.101154,0.608811,1.992391,0.117333
g_49675,0,1,P42598.1,RecName: Full=Uncharacterized protein YgjQ,4.243625,9.875856,9.059387,1.029012,0.624365,0.611641,0.800126,0.945531,0.557971
g_49676,0,0,A4VS81.1,RecName: Full=tRNA modification GTPase MnmE,1.470046,0.842907,0.569559,3.349327,3.381877,2.510881,3.689771,2.260369,2.75212
g_49677,0,0,NA,NA,0.177377,0,0,3.117971,0.612393,1.325548,2.048611,3.768975,1.80894
g_49678,0,1,NA,NA,3.937317,11.655127,10.014754,1.369775,1.58811,0.996594,0.906992,1.218022,0.702998
g_49679,0,0,NA,NA,4.571339,5.528556,3.829512,7.54232,6.88218,8.237599,6.327342,7.08963,4.221955
g_49680,0,0,A8CAG3.1,RecName: Full=60S ribosomal protein L17,385.339267,164.968465,190.57491,5.580265,1.566038,4.940052,59.180604,79.525693,6.501871
g_49681,1,0,NA,NA,2.727005,10.596822,7.721876,1.869762,1.543107,1.009369,2.245725,2.529031,1.937605
g_49682,0,1,NA,NA,0.35132,0,0.025024,0.525384,0.744118,0.903247,2.459252,2.142308,5.951818
g_49683,0,1,NA,NA,6.581905,2.64311,4.105074,0,0,0.354819,0.852848,1.423561,0
g_49684,0,0,Q949R9.1,RecName: Full=Mitochondrial pyruvate carrier 1; Short=AtMPC1,8.996573,4.659649,6.117982,0.107551,0.03807,0,1.371596,1.640972,0.350453
g_49685,0,0,NA,NA,2.695219,1.96572,1.510203,2.232663,3.844315,3.720364,4.305935,2.886552,1.298797
g_49686,0,0,NA,NA,3.621125,3.930583,3.462932,38.606284,56.933297,25.120001,32.906724,26.641391,2.500918
g_49687,0,1,NA,NA,0,0,0,1.65953,0.187675,1.131928,2.972395,2.491726,3.092337
g_49691,0,0,NA,NA,1299.51408,907.877596,1737.508718,72415.51514,67808.62012,79409.25633,71049.31216,67497.39365,83054.77635
g_49692,0,0,NA,NA,0,0.19354,0,0.761518,0.391359,0.467488,0.94343,3.877499,6.225943
g_49694,0,1,O59179.1,RecName: Full=Membrane-bound protease PH1510; AltName: Full=NfeD homolog; AltName: Full=Stomatin operon partner protein; Short=STOPP; Flags: Precursor,32.33782,38.593744,50.163432,5.147934,5.50433,4.757431,5.264521,8.126805,3.771664
g_49695,0,0,NA,NA,2.131228,2.130445,1.066874,0,0.609558,0.26271,1.059695,2.764484,2.553007
g_49696,0,1,NA,NA,9.729001,17.659219,24.548214,0.088632,0,0.407535,3.966002,5.280293,0
g_49697,0,1,NA,NA,10.607239,9.063831,11.857038,0.804344,0.22839,0,3.142264,3.837789,0
g_49702,0,0,P25544.1,RecName: Full=RuBisCO operon transcriptional regulator,5.38398,3.192361,1.661334,5.519212,4.745573,4.255493,5.57726,3.287222,4.063184
g_49703,0,1,Q9HXQ2.1,RecName: Full=50S ribosomal protein L19 >Q02RL5.1 RecName: Full=50S ribosomal protein L19 >A6V126.1 RecName: Full=50S ribosomal protein L19 >B7UZM0.1 RecName: Full=50S ribosomal protein L19,75.861312,0.939178,1.936809,0.469676,4.482976,0.306947,6.601179,3.146919,0.453028
g_49704,0,0,NA,NA,12.127833,5.529935,8.679709,0.06645,0,0,2.460312,2.474175,0.116022
g_49706,0,0,A0M6J7.1,RecName: Full=tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG; AltName: Full=Glucose-inhibited division protein A,32.938904,112.085651,87.58282,8.273592,10.604148,6.645754,8.247095,9.927495,7.952945
g_49709,0,0,P26784.3,RecName: Full=60S ribosomal protein L16-A; AltName: Full=L13a; AltName: Full=L21; AltName: Full=Large ribosomal subunit protein uL13-A; AltName: Full=RP22; AltName: Full=YL15,528.240231,267.37405,292.407778,7.267284,1.451463,3.56571,69.489631,85.992931,7.521528
g_49710,0,0,P45517.1,RecName: Full=Uncharacterized 15.0 kDa protein in dhaT-dhaS intergenic region; AltName: Full=ORFY,0.205675,0.038758,0.161032,0.798247,0.319112,0.692326,5.681649,3.951222,9.430813
g_49712,0,1,NA,NA,4.461732,2.054348,0.779706,0,0.180038,0,1.263004,1.252087,0.106895
g_49713,0,1,P24562.1,RecName: Full=Pyridoxal phosphate homeostasis protein; Short=PLP homeostasis protein,1.210126,0.37418,0.998016,2.269243,1.041471,1.694558,5.000928,8.179614,29.474792
g_49715,0,0,P0AGD2.1,RecName: Full=Superoxide dismutase,0.447539,0.380277,0.252836,2.208271,0.557879,3.561149,2.485844,1.255101,2.25671
g_49719,0,0,NA,NA,1.738034,0.362404,0.794772,3.652467,2.11108,1.638653,3.146308,2.886155,3.452259
g_49721,0,0,NA,NA,4.897408,6.457224,10.186254,132.695367,149.585214,114.15441,228.923359,145.01046,36.692263
g_49722,0,0,NA,NA,0.251376,0.337166,0.46706,1.542163,1.051258,0.792277,1.124209,3.046195,1.217822
g_49725,0,1,Q55834.1,RecName: Full=Putative biopolymer transport protein ExbB-like 1,0.675379,0.664683,0.446594,0.233949,0.397898,0.413718,2.924362,2.047117,5.931329
g_49726,0,1,NA,NA,0.067767,0.090117,0.073058,1.90086,1.516232,0.179322,24.684796,16.723592,2.515458
g_49731,0,0,NA,NA,12.810452,29.93325,21.672713,4.102724,4.682965,2.130621,2.592837,5.43067,3.521807
g_49734,0,0,NA,NA,7.724024,0.598185,0.312957,0.072654,0.263585,0.491604,0.512507,1.35874,0.510139
g_49735,0,0,NA,NA,9.535953,11.97619,12.167022,3.277334,2.527018,4.339009,5.066756,3.396447,3.182765
g_49736,0,0,NA,NA,22.024299,11.357021,14.166249,0.25133,0.065842,0.223148,3.145886,4.217988,0.270782
g_49741,0,0,P72190.1,RecName: Full=Iron-sulfur cluster carrier protein,0.576248,1.055953,1.328498,3.763995,2.116476,2.886963,7.899776,9.823388,34.471915
g_49742,0,1,Q6CTH3.1,RecName: Full=Translationally-controlled tumor protein homolog; Short=TCTP,125.717302,68.546899,71.024125,2.042506,1.124382,0.557759,21.66363,26.967775,4.303544
g_49743,0,0,A1U5D9.1,RecName: Full=NAD(P)H dehydrogenase (quinone); AltName: Full=Flavoprotein WrbA; AltName: Full=NAD(P)H:quinone oxidoreductase; Short=NQO,1.455916,1.143371,0.736971,2.824991,3.966021,5.096108,1.941492,1.341188,3.752981
g_49744,0,1,NA,NA,2.508022,0.958294,0.583315,3.117674,1.801578,2.082747,3.792244,5.171318,2.958649
g_49745,0,0,NA,NA,0.427253,0.492918,0.176103,6.343305,1.571842,1.519278,2.597836,12.176125,9.558827
g_49748,0,0,NA,NA,22.438024,44.702104,37.765697,2.695979,1.250942,2.308629,3.0941,4.618735,3.02691
g_49750,0,0,P09122.3,RecName: Full=DNA polymerase III subunit gamma/tau,27.097717,96.064122,77.453785,6.837236,8.136371,5.153327,4.547572,7.55478,5.182237
g_49757,0,0,NA,NA,1.022783,0.393928,0.409918,2.037147,1.988166,1.902038,1.780205,0.903321,1.150158
g_49758,0,0,P0A9H8.2,RecName: Full=Cyclopropane-fatty-acyl-phospholipid synthase; Short=CFA synthase; Short=Cyclopropane fatty acid synthase >P0A9H7.2 RecName: Full=Cyclopropane-fatty-acyl-phospholipid synthase; Short=CFA synthase; Short=Cyclopropane fatty acid synthase,6.695493,10.590003,9.597552,1.371198,0.735889,1.457061,0.617941,1.756421,1.192906
g_49760,0,0,P39062.1,RecName: Full=Acetyl-coenzyme A synthetase; Short=AcCoA synthetase; Short=Acs; AltName: Full=Acetate--CoA ligase; AltName: Full=Acyl-activating enzyme,1.213974,0.676444,0.726314,2.019357,0.79031,2.21023,1.748718,2.683092,2.268829
g_49763,1,0,NA,NA,6.350422,20.830925,18.5825,1.545093,1.477603,0.897735,1.029289,2.328469,1.410217
g_49764,0,1,NA,NA,0.168119,0.033225,0.21342,2.954278,2.403188,4.488485,2.734999,1.807335,3.448072
g_49765,0,0,NA,NA,0.700499,0.670911,0.577186,1.983163,2.767411,0.978834,1.938824,2.479163,2.594293
g_49769,1,1,NA,NA,13.670365,36.874394,31.856899,3.823253,6.395686,4.599741,3.941071,4.96317,2.472717
g_49770,0,0,NA,NA,13.198823,7.510077,5.494107,0.618344,0.098442,0.220787,3.607085,3.552146,0.091586
g_49773,0,0,NA,NA,5.047557,1.901713,1.244092,13.432913,7.878369,11.818728,7.557413,9.506549,16.624112
g_49774,0,1,NA,NA,15.522552,2.065833,3.125442,0,0.308447,0.562642,13.075482,12.588937,2.181494
g_49775,0,0,A9IUY4.1,RecName: Full=Pyridoxine 5'-phosphate synthase; Short=PNP synthase,0.299079,0.67514,0.525313,3.971824,7.354123,1.583173,3.610135,5.165046,6.562505
g_49776,0,1,Q5PNB4.1,RecName: Full=Cysteine/O-acetylserine efflux protein >Q8Z4J7.1 RecName: Full=Cysteine/O-acetylserine efflux protein,1.493067,3.140272,1.876759,0.599166,0.574921,0.611459,0.962986,1.814039,0.830833
g_49780,0,0,Q6T1W6.1,"RecName: Full=dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase; AltName: Full=dTDP-6-deoxy-D-xylo-hex-3-ulose aminase",6.448694,24.933584,14.526247,2.381511,1.269037,1.677588,2.413938,3.063672,2.242808
g_49783,1,1,NA,NA,0.348101,0.163398,0.359617,1.692184,1.893636,0.74067,0.906553,1.570995,1.917457
g_49785,0,0,NA,NA,1.99182,1.124731,1.017899,4.38476,3.459917,1.872851,2.316681,2.319217,3.21643
g_49788,0,0,NA,NA,5.80849,1.555255,1.259963,0,0,0.085101,0.385169,1.221403,0
g_49790,0,0,Q4JVU0.1,RecName: Full=Oxoglutarate dehydrogenase inhibitor,196.669118,305.657189,349.288188,1.313979,2.380816,4.744876,1.294511,1.006795,1.130398
g_49791,0,0,NA,NA,9.420536,7.024583,4.48608,0.161233,0.617795,0.196624,3.258853,2.546603,0.490192
g_49795,0,0,NA,NA,22.237329,16.439758,22.051777,0.356362,0.107659,0.352226,3.025537,6.652238,0.114857
g_49796,0,0,NA,NA,2.5922,0.827253,0.837499,6.486202,5.851382,3.617342,4.588286,3.10237,5.303197
g_49797,0,0,Q59636.2,RecName: Full=Nucleoside diphosphate kinase; Short=NDK; Short=NDP kinase; AltName: Full=Nucleoside-2-P kinase >Q02RW1.1 RecName: Full=Nucleoside diphosphate kinase; Short=NDK; Short=NDP kinase; AltName: Full=Nucleoside-2-P kinase >A6V0V6.1 RecName: Full=Nucleoside diphosphate kinase; Short=NDK; Short=NDP kinase; AltName: Full=Nucleoside-2-P kinase >B7UWI4.1 RecName: Full=Nucleoside diphosphate kinase; Short=NDK; Short=NDP kinase; AltName: Full=Nucleoside-2-P kinase,30.827986,0.310874,1.330426,0.376039,1.770321,0.137187,4.392584,2.000638,0.410766
g_49798,0,0,P04464.3,RecName: Full=Calmodulin; Short=CaM,26.737332,14.852615,12.77174,0.429324,0.2246,0.140139,2.508376,5.321884,0.188492
g_49799,0,0,NA,NA,0.681056,1.547522,0.959964,10.181536,9.239923,9.944532,10.931478,5.328847,15.413682
g_49800,0,0,NA,NA,38.426349,40.244861,43.935111,0.726294,0.446858,2.122368,0.713076,1.226888,0.520587
g_49801,0,0,Q9HTD7.1,RecName: Full=Aspartate ammonia-lyase; Short=Aspartase,5.164008,1.937474,0.356516,24.421651,23.284484,4.489675,8.846075,40.68122,25.7685
g_49802,1,1,NA,NA,0.50564,12.41384,15.71978,0.180044,0,0,2.810641,4.842705,0
g_49803,0,0,P24252.1,RecName: Full=Uncharacterized protein YbgA; AltName: Full=ORF169; AltName: Full=TKP,4.171391,8.142043,5.73195,91.574619,30.973447,19.516937,14.704553,18.087073,41.538912
g_49810,0,0,Q1QZ30.1,RecName: Full=Protein ApaG,5.096743,13.349562,11.277956,1.060072,1.369084,1.80994,1.255643,2.738304,1.357761
g_49811,0,0,NA,NA,1.885157,1.033374,0.713132,0.332236,0.877536,1.073231,2.032183,3.118659,5.538266
g_49815,0,0,Q2SBA6.1,RecName: Full=Elongation factor P; Short=EF-P,0.500557,0.516091,0.648661,0.552194,0.514167,0.526022,1.563291,2.629202,5.665537
g_49818,0,0,NA,NA,6.330679,9.960315,11.940514,0.61402,0.578844,0.453296,0.363138,0.847614,0.494274
g_49821,1,1,Q8G2M7.1,RecName: Full=Efflux pump periplasmic linker BepD; Flags: Precursor,0.041303,0.076433,0.181178,0.425265,0.147319,0.243999,1.169666,1.848706,5.039075
g_49822,0,0,NA,NA,16.810003,0.25679,0.467733,0.101748,0.191974,0.091888,1.301503,0.642801,0.050575
g_49824,0,0,NA,NA,0.161113,0.179888,0.203306,2.25105,1.418851,2.068618,1.320732,1.812499,1.590968
g_49826,0,0,NA,NA,8.301205,0.050609,0.114728,0.122554,0.080233,0.061577,0.480983,0.761386,0.001306
g_49827,0,0,Q9VWP4.1,"RecName: Full=Probable sulfite oxidase, mitochondrial; Flags: Precursor",1.381067,1.952746,2.28514,4.312752,2.905475,4.601677,9.470261,16.141399,46.480713
g_49829,0,0,NA,NA,21.094647,12.853686,13.478857,0.070477,0.242605,0.087203,3.933904,4.760715,0.350267
g_49830,0,1,A4VRA1.1,RecName: Full=K(+)/H(+) antiporter NhaP2; AltName: Full=Potassium/proton antiporter NhaP2,2.421785,1.418366,1.100503,4.255004,4.1413,2.264529,3.157616,2.836133,3.826026
g_49831,0,0,NA,NA,0.15544,0.021842,0.086191,11.443808,5.819859,13.916412,6.704457,7.303468,9.776488
g_49833,1,0,P38108.1,RecName: Full=Sigma factor AlgU regulatory protein MucB; Flags: Precursor,13.432685,4.800582,5.199615,48.665011,10.062981,71.636799,30.532944,27.129126,38.635226
g_49834,0,1,NA,NA,0.826729,0.361547,1.621493,2.244483,1.78727,3.449863,15.790937,24.910682,57.57366
g_49836,0,0,A1U543.1,RecName: Full=Phosphoglycerate kinase,3.464954,5.257163,3.56021,5.4676,7.279277,9.678342,8.462384,5.549083,3.903015
g_49840,0,1,O59010.1,RecName: Full=Glutamate transporter homolog; Short=Glt(Ph); AltName: Full=Sodium-aspartate symporter Glt(Ph); AltName: Full=Sodium-dependent aspartate transporter,5.715171,12.862162,9.314999,2.192111,2.004272,1.235768,0.980405,1.58163,1.364164
g_49842,0,0,Q9M3C3.1,RecName: Full=60S ribosomal protein L23a-2,605.083195,296.890148,342.528101,9.179313,3.34661,5.554765,104.925061,121.540156,11.201507
g_49843,0,0,Q7W910.1,RecName: Full=Glutathione synthetase; AltName: Full=GSH synthetase; Short=GSH-S; Short=GSHase; AltName: Full=Glutathione synthase >Q7WKF5.1 RecName: Full=Glutathione synthetase; AltName: Full=GSH synthetase; Short=GSH-S; Short=GSHase; AltName: Full=Glutathione synthase,1.09862,0.453368,0.487818,7.762941,5.887493,4.905986,4.814858,3.820638,7.129525
g_49846,0,0,Q5FAI3.1,RecName: Full=Tyrosine recombinase XerC >B4RNW5.1 RecName: Full=Tyrosine recombinase XerC,0.803107,0.72369,0.518306,1.782376,1.7011,4.235068,1.542258,2.165599,4.67562
g_49847,0,0,P17315.2,RecName: Full=Colicin I receptor; Flags: Precursor,0.92061,0.589339,0.283593,1.149326,0.948716,1.034939,1.35726,5.291419,1.422322
g_49852,0,1,O30583.1,RecName: Full=Pilin-like competence factor ComP; Flags: Precursor,8.466067,3.494399,3.255022,18.078001,30.583294,46.224413,32.973749,49.74035,129.614521
g_49854,0,0,NA,NA,0.287893,0.355196,0.096444,1.520419,1.204871,0.591322,1.978177,1.018072,2.583636
g_49855,0,0,Q5SMF6.1,"RecName: Full=Aconitate hydratase A; Short=ACN; Short=Aconitase; AltName: Full=(2R,3S)-2-methylisocitrate dehydratase; AltName: Full=(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase; AltName: Full=Iron-responsive protein-like; Short=IRP-like; AltName: Full=Probable 2-methyl-cis-aconitate hydratase; AltName: Full=RNA-binding protein",19.324651,74.914108,61.01619,8.56823,7.042121,12.51639,7.413963,5.864505,3.701279
g_49863,0,0,NA,NA,88.258945,44.322294,46.339983,1.528698,0.553584,0.467389,14.675518,18.614372,0.482602
g_49864,0,0,C1DF10.1,RecName: Full=4-hydroxy-2-oxovalerate aldolase 4; Short=HOA 4; AltName: Full=4-hydroxy-2-keto-pentanoic acid aldolase 4; AltName: Full=4-hydroxy-2-oxopentanoate aldolase 4,0,0,0,0.573521,0.379645,0.303032,2.534567,4.770009,1.116439
g_49865,0,0,NA,NA,61.385421,63.025116,95.10461,0.138218,0.199223,0.583362,0.428313,0.808944,0.503804
g_49867,0,0,NA,NA,1.013915,0.818151,0.852514,5.753651,7.322873,4.94649,5.316234,4.874443,4.407358
g_49868,0,1,NA,NA,1.880288,0.961766,0.089105,2.002014,1.298048,4.426084,1.15172,1.523557,3.088766
g_49872,0,0,A0LZH1.1,RecName: Full=Nucleoside diphosphate kinase; Short=NDK; Short=NDP kinase; AltName: Full=Nucleoside-2-P kinase,48.053119,264.625993,216.03826,21.289499,18.938657,9.38961,20.004251,27.485032,19.263113
g_49874,0,0,NA,NA,0,0.04451,0.027568,2.419259,0.817133,3.136614,8.661412,9.551484,30.09628
g_49878,0,0,NA,NA,3.306294,2.432266,2.202436,0,0.047081,0,1.118804,0.700332,0.127626
g_49879,0,0,NA,NA,1.711686,4.890611,10.225084,228.016201,133.249712,227.552605,289.527222,46.623553,45.818288
g_49880,0,1,NA,NA,8.370706,1.914244,2.591825,0.063918,0,0.106738,0.793581,2.479297,0.064025
g_49884,0,1,P17836.1,RecName: Full=Fimbrial protein; AltName: Full=Pilin; Flags: Precursor,210.14956,1.651834,2.29204,3.93859,6.479224,1.554576,45.527372,34.422751,10.242893
g_49887,0,1,P94538.2,RecName: Full=Uncharacterized tRNA/rRNA methyltransferase YsgA,5.124304,15.985237,14.402729,1.142875,1.42443,0.914504,1.076422,1.644541,1.203417
g_49888,0,0,NA,NA,0.752048,0.305623,0.112848,2.434515,1.603036,1.118931,1.683209,0.457482,2.131917
g_49890,0,0,NA,NA,0.653907,2.743609,3.714166,5.61741,2.009431,11.669854,4.183148,7.832378,9.231978
g_49895,0,0,P52481.1,RecName: Full=Adenylyl cyclase-associated protein 2; Short=CAP 2,78.346982,44.730473,43.871453,0.360498,0.106831,0.844193,21.676906,25.480494,0.888884
g_49902,0,0,NA,NA,0.103494,0.441058,0.304546,0.956746,1.109088,1.168312,3.956929,3.002173,8.117011
g_49904,0,0,NA,NA,0.443682,0.538023,1.092262,0.90736,0.809008,1.4592,4.376021,2.464743,7.290741
g_49906,0,0,NA,NA,0.651893,0.724707,0.522342,0.832257,2.133992,1.648866,1.965275,2.220878,1.339332
g_49911,0,0,NA,NA,0.921794,1.515759,1.098553,3.313092,2.387287,2.58111,2.680554,2.695186,2.669944
g_49912,0,0,NA,NA,8.109903,4.370034,4.062932,0.246725,1.051731,0.540317,1.600121,1.125222,2.574971
g_49915,0,1,NA,NA,0.113807,0.172676,0,2.776213,4.819485,4.627132,1.479166,1.879305,2.934386
g_49917,0,0,NA,NA,0.7577,0.732978,0.467593,1.132364,1.818998,0.89696,1.926521,1.611426,0.432673
g_49922,0,0,NA,NA,1.176269,1.571204,1.503957,2.301969,2.132673,1.571609,1.71613,2.915854,2.641122
g_49923,0,0,B0C4I0.1,RecName: Full=Nucleoside diphosphate kinase; Short=NDK; Short=NDP kinase; AltName: Full=Nucleoside-2-P kinase,114.884313,66.351203,70.403373,0.804005,0.363406,1.545608,18.81156,20.73962,2.627716
g_49924,0,0,NA,NA,102.095065,186.775837,237.020912,1.655247,2.523274,6.209715,8.339973,5.920057,6.026952
g_49925,0,0,NA,NA,3.494831,0.877742,1.052754,0,0,0.109204,1.853918,1.918382,0.130561
g_49927,0,0,O80852.1,RecName: Full=Glutathione S-transferase F9; Short=AtGSTF9; AltName: Full=AtGSTF7; AltName: Full=GST class-phi member 9,0.766537,0.808946,0.672731,1.193584,1.544146,0.702162,2.384486,1.673182,2.25996
